X,Y
5.227034690502496,6.324261349042093
8.172033632290704,2.524369002346302
9.266066749312532,1.0958244009549962
4.6964298099288335,6.176634412969153
5.561983735470065,3.7546009603588124
4.5837554992854495,4.013998130682334
3.821270486111577,6.699204194042049
5.714030971930095,3.6141808094786914
6.799199750866501,5.614599041753219
6.62572423767792,6.259257683847224
3.3420099781558554,3.879637919606061
6.494587210246523,6.22074053086693
4.958196812071704,5.234654766617564
7.55532979157685,3.8168572223283403
6.094194762340075,4.595614695132212
4.56463759354556,7.19755370397438
6.6508326979760595,6.627019272001277
7.610957614308658,5.042007683265518
6.363905942589928,4.379466486813088
5.648332704976884,4.739713891264631
5.193991929985437,6.190314050873827
3.3635586335330547,9.184774551370921
2.987965237000596,2.5716227744245357
7.316221747000135,6.583325387925871
6.24823963410431,6.25669101852856
4.975506454306171,3.2054912570283367
5.151609116387453,3.6456765769757764
6.9502394668355025,4.705885236995723
3.349005606414977,4.357228316694013
5.825862908551248,3.8725508943920506
3.3555592088671373,5.487374422983825
5.4899331422174455,3.9861136492577405
4.057923388763355,5.464099874715273
2.1038313170053518,2.1850724512468895
3.563111557495128,4.573105696576306
5.621815131196009,7.950712433899104
6.7153192464040385,4.680122940073145
4.961967584194622,2.9949412707243823
4.96297372801522,4.422682722159723
5.645437120676179,3.345538112895354
6.038693028482345,8.065477826005155
4.782479703086285,5.8034234441978825
6.380287983422225,4.197559056228328
5.448184963620833,5.02518480156359
5.195352197097663,3.4539804322890673
5.049020348517885,5.9959965824909
7.902287215590084,6.918541652170414
9.306364915023114,3.465304874223901
6.744641273441356,5.366684011476703
9.379605866435345,3.383403429289697
3.3205563156384477,3.8012147091119557
0.7522085513803862,3.948489956638478
3.481734676892604,5.300787572952415
5.683511951554319,8.752341678431772
6.9008476763721,3.8461926886751936
3.203170657303284,5.983838343013011
2.3595335859587157,8.662917531708707
7.358880241442574,4.06164869579059
1.573730941818245,7.707744748330826
4.770920309494764,7.4756326239469235
1.8111446824112658,3.8012499540924543
5.010487399436366,5.093961187529484
4.099869057041513,6.2456998646949975
2.8647591412348112,4.715241029957413
5.240591263423798,6.028877668117498
6.423229756177779,2.7507158163242615
1.9317716585287554,7.555353643797018
5.6646280239591835,3.5030269268868928
8.102303951045046,5.231349268585717
7.358594368127653,5.135036962820218
9.121495849763974,8.510681684886409
4.502071703041853,6.943141901908711
6.290751899170295,7.737263115064698
3.070153078839791,6.372102919996879
7.116848973699176,1.4825210271537714
2.63348297466845,0.9215356444797989
4.461186331110884,6.435084511591924
8.004714104192056,5.14818956083955
8.257231091142584,2.2397970835702172
1.5932351212896907,4.888904602206763
5.768130897878614,4.934610503811814
0.8651157999202468,4.821759920974423
2.3910609989902936,6.339345097660077
5.733196492193697,3.1202404273452897
3.972266165326613,2.881572956222097
4.874641805453656,6.910284641002477
3.0285479073289125,6.008093031035688
3.9394847632551184,3.4142543354753117
4.785939280090885,2.929515355161252
3.892701389305636,2.604244214822303
8.929450265832779,5.070527103943458
3.6005489840148286,5.427959821468444
4.77534390061834,4.558060800933554
6.22833340008685,6.51501542009461
3.938997704778945,3.8483635187106398
4.449896605696712,0.39615767052883033
1.9696178756028955,7.733748534889049
8.289935427002568,4.501927920887243
6.153113926111533,5.622500309087072
11.157761616910475,7.2391498228691535
4.744164817038467,3.0889191187991485
1.787107359484855,5.406927271734446
3.487298509431393,2.1554925808046517
3.7068542315149466,2.83690399277121
8.37428327014513,6.763279513898901
4.9840547173667655,7.959888277780052
5.154736615295237,3.2774315973434724
8.046248154539315,6.077820087369317
2.925507691347087,4.619322643832784
3.2487634932304856,2.234400538071328
6.852355095063283,8.818833280940261
2.2028648523617176,6.125938473381142
3.698714861756346,4.0257492324706075
3.8152121515222617,3.2720184606403677
5.097043255889654,3.3380997671779244
5.540913651559678,4.899523781101726
4.522103906267181,3.1848726759168042
3.8464573388633347,6.510782451651512
6.0018343752487615,3.044889510402898
5.198664610858452,6.502774246743578
1.6611894377572565,6.08672038475987
3.674752482108307,6.141197337186319
3.4734816869149663,1.390235798670962
1.7449151242336747,5.096169893322764
5.519445003442963,3.191366749791183
6.277184917554748,1.6769598754620803
4.867840402705367,2.5779676004750867
3.696327784395682,5.094797342632828
3.2791732694320954,4.230888911540349
7.012585618428881,3.8462162609537023
6.671384224130284,2.740586290684764
6.059608355830566,7.883137241315801
0.056710999745421375,3.406209489059046
6.15414425436108,4.593909227914015
5.742291746742618,3.792029626568359
5.1731795749458,4.688645529215841
7.335564123319615,5.508841686602426
5.675205324150404,4.1762460677550655
4.024787551855013,4.134883624360758
5.788904284756594,4.158031038359474
5.579549713792826,9.150801597290878
6.742249406863385,4.347952935664318
7.40242784432789,4.183849253956897
0.9237509296442923,2.983827378165192
1.2584161579482886,4.296973031917383
5.036836758379104,8.352874624550566
5.653854747528325,4.561798942382271
6.658811162366979,0.5777293819842297
5.471229116217132,6.541730387773933
2.042827508440317,7.287508086413858
5.676992814988829,4.169424172198397
6.26556373221257,9.541385715608792
5.36373251011699,5.496441172600672
4.081278200919511,3.3003112610704166
6.660671633088491,3.2878323481822656
5.143132474438785,4.044685106469767
5.957959651492784,5.667324210573897
7.075079888515798,3.979967202290506
4.460250129413257,3.042472568435385
4.111413479847776,5.754600986089704
